TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2
1326.079096,0.005600913,71005,7171.744629,11.378479,2194.03418,4.209342003,8084.430176,13.47662258,0,NA,NA,NA,NA,1689.390772,0.001414637,1810.838437,0.001114612,-0.02602189,0.125511184
1326.080485,0.005600912,71006,7146.663086,11.37032795,2197.403809,4.213013649,8055.810059,13.46696949,0,NA,NA,NA,NA,1689.391223,0.00141668,1810.837633,0.001117349,-0.032988224,0.128415808
1326.081874,0.005600911,71007,7135.77002,11.36356449,2201.381348,4.213038445,8043.22998,13.45895863,0,NA,NA,NA,NA,1689.38937,0.001418658,1810.841312,0.001117648,-0.029130243,0.12587133
1326.083262,0.00560091,71008,7139.216309,11.36491966,2199.07666,4.211614132,8046.028809,13.46056366,0,NA,NA,NA,NA,1689.391459,0.001417947,1810.837675,0.001117705,-0.026584895,0.117651246
1326.084651,0.005600909,71009,7156.757813,11.3760767,2202.183105,4.212691784,8066.500488,13.47377872,0,NA,NA,NA,NA,1689.391921,0.001416682,1810.840689,0.001115341,-0.02455868,0.129361153
1326.08604,0.005600908,71010,7155.498535,11.38197899,2199.274658,4.216240883,8064.138672,13.48076916,0,NA,NA,NA,NA,1689.389024,0.001419591,1810.838276,0.00111763,-0.026219029,0.126790866
1326.087429,0.005600907,71011,7143.65918,11.36989498,2202.230225,4.21371603,8052.891602,13.46645641,0,NA,NA,NA,NA,1689.387732,0.001417905,1810.84097,0.001117759,-0.031473815,0.120976359
1326.088818,0.005600906,71012,7154.187012,11.37569523,2198.79834,4.209809303,8060.84668,13.47332668,0,NA,NA,NA,NA,1689.393908,0.001418381,1810.839377,0.001118108,-0.027099336,0.134126544
1326.090207,0.005600905,71013,7140.547852,11.38027096,2202.356689,4.221080303,8051.050781,13.47874641,0,NA,NA,NA,NA,1689.39219,0.001420272,1810.836489,0.001118814,-0.028885899,0.115855604
1326.091596,0.005600904,71014,7156.244141,11.37725258,2200.300293,4.212620735,8068.527832,13.47517014,0,NA,NA,NA,NA,1689.38692,0.001417087,1810.835738,0.001118157,-0.032844853,0.127339765
1326.092985,0.005600903,71015,7143.064941,11.37670898,2203.661377,4.218825817,8050.57959,13.47452641,0,NA,NA,NA,NA,1689.392826,0.001419588,1810.837476,0.001118084,-0.021444043,0.120600618
1326.094374,0.005600902,71016,7138.546387,11.37104511,2207.562988,4.216166019,8046.685059,13.46781826,0,NA,NA,NA,NA,1689.390642,0.001416807,1810.836652,0.00111883,-0.023290688,0.125335574
1326.095762,0.005600901,71017,7174.521973,11.39722538,2205.448975,4.219573975,8089.709473,13.49882603,0,NA,NA,NA,NA,1689.390663,0.00141485,1810.839277,0.001114971,-0.027509427,0.125073627
1326.097151,0.0056009,71018,7148.236328,11.37806129,2205.662842,4.224597454,8056.981934,13.47612858,0,NA,NA,NA,NA,1689.391402,0.001417076,1810.836811,0.001118019,-0.029727431,0.119025424
1326.09854,0.005600899,71019,7159.336914,11.38240528,2200.348633,4.218515873,8070.685547,13.48127365,0,NA,NA,NA,NA,1689.392245,0.001416956,1810.83531,0.001116826,-0.021665968,0.118261524
